A & N ISLANDS,2001,64
A & N ISLANDS,2002,69
A & N ISLANDS,2003,70
A & N ISLANDS,2004,56
A & N ISLANDS,2005,41
A & N ISLANDS,2006,42
A & N ISLANDS,2007,60
A & N ISLANDS,2008,47
A & N ISLANDS,2009,42
A & N ISLANDS,2010,57
A & N ISLANDS,2011,58
A & N ISLANDS,2012,55
ANDHRA PRADESH,2001,3840
ANDHRA PRADESH,2002,4438
ANDHRA PRADESH,2003,4608
ANDHRA PRADESH,2004,4286
ANDHRA PRADESH,2005,4606
ANDHRA PRADESH,2006,4839
ANDHRA PRADESH,2007,5140
ANDHRA PRADESH,2008,4856
ANDHRA PRADESH,2009,4223
ANDHRA PRADESH,2010,4523
ANDHRA PRADESH,2011,4437
ANDHRA PRADESH,2012,4408
ARUNACHAL PRADESH,2009,2
ARUNACHAL PRADESH,2010,4
ARUNACHAL PRADESH,2011,5
ARUNACHAL PRADESH,2012,4
ASSAM,2001,2335
ASSAM,2002,2669
ASSAM,2003,3035
ASSAM,2004,3151
ASSAM,2005,3313
ASSAM,2006,3438
ASSAM,2007,3488
ASSAM,2008,3393
ASSAM,2009,3171
ASSAM,2010,3131
ASSAM,2011,2983
ASSAM,2012,2987
BIHAR,2001,4364
BIHAR,2002,4456
BIHAR,2003,4613
BIHAR,2004,5242
BIHAR,2005,5389
BIHAR,2006,5853
BIHAR,2007,5487
BIHAR,2008,5279
BIHAR,2009,4902
BIHAR,2010,4678
BIHAR,2011,4122
BIHAR,2012,3622
CHANDIGARH,2001,88
CHANDIGARH,2002,92
CHANDIGARH,2003,124
CHANDIGARH,2004,95
CHANDIGARH,2005,72
CHANDIGARH,2006,92
CHANDIGARH,2007,106
CHANDIGARH,2008,136
CHANDIGARH,2009,189
CHANDIGARH,2010,198
CHANDIGARH,2011,203
CHANDIGARH,2012,209
CHHATTISGARH,2012,5511
CHHATTISGARH,2001,4357
CHHATTISGARH,2002,4724
CHHATTISGARH,2003,4417
CHHATTISGARH,2004,4210
CHHATTISGARH,2005,3950
CHHATTISGARH,2006,4083
CHHATTISGARH,2007,4281
CHHATTISGARH,2008,4442
CHHATTISGARH,2009,4540
CHHATTISGARH,2010,4906
CHHATTISGARH,2011,5339
D & N HAVELI,2001,8
D & N HAVELI,2002,5
D & N HAVELI,2003,0
D & N HAVELI,2004,0
D & N HAVELI,2005,0
D & N HAVELI,2006,0
D & N HAVELI,2007,0
D & N HAVELI,2008,9
D & N HAVELI,2009,1
D & N HAVELI,2010,0
D & N HAVELI,2011,0
D & N HAVELI,2012,0
DAMAN & DIU,2001,23
DAMAN & DIU,2002,13
DAMAN & DIU,2003,13
DAMAN & DIU,2004,8
DAMAN & DIU,2005,11
DAMAN & DIU,2006,12
DAMAN & DIU,2007,10
DAMAN & DIU,2008,16
DAMAN & DIU,2009,15
DAMAN & DIU,2010,14
DAMAN & DIU,2011,12
DAMAN & DIU,2012,14
DELHI,2001,1798
DELHI,2002,1901
DELHI,2003,1913
DELHI,2004,2139
DELHI,2005,2087
DELHI,2006,1993
DELHI,2007,1880
DELHI,2008,1685
DELHI,2009,1904
DELHI,2010,2350
DELHI,2011,2703
DELHI,2012,2722
GOA,2001,108
GOA,2002,110
GOA,2003,111
GOA,2004,113
GOA,2005,98
GOA,2006,113
GOA,2007,121
GOA,2008,119
GOA,2009,128
GOA,2010,134
GOA,2011,123
GOA,2012,117
GUJARAT,2001,2403
GUJARAT,2002,2746
GUJARAT,2003,2820
GUJARAT,2004,3322
GUJARAT,2005,3952
GUJARAT,2006,4108
GUJARAT,2007,4210
GUJARAT,2008,4337
GUJARAT,2009,3511
GUJARAT,2010,3535
GUJARAT,2011,3745
GUJARAT,2012,3729
HARYANA,2001,2570
HARYANA,2002,2910
HARYANA,2003,3574
HARYANA,2004,3907
HARYANA,2005,4024
HARYANA,2006,4319
HARYANA,2007,4319
HARYANA,2008,4589
HARYANA,2009,5010
HARYANA,2010,5471
HARYANA,2011,5802
HARYANA,2012,6024
HIMACHAL PRADESH,2001,374
HIMACHAL PRADESH,2002,314
HIMACHAL PRADESH,2003,357
HIMACHAL PRADESH,2004,381
HIMACHAL PRADESH,2005,421
HIMACHAL PRADESH,2006,515
HIMACHAL PRADESH,2007,674
HIMACHAL PRADESH,2008,663
HIMACHAL PRADESH,2009,638
HIMACHAL PRADESH,2010,717
HIMACHAL PRADESH,2011,679
HIMACHAL PRADESH,2012,680
JAMMU & KASHMIR,2001,110
JAMMU & KASHMIR,2002,129
JAMMU & KASHMIR,2003,116
JAMMU & KASHMIR,2004,149
JAMMU & KASHMIR,2005,174
JAMMU & KASHMIR,2006,187
JAMMU & KASHMIR,2007,174
JAMMU & KASHMIR,2008,220
JAMMU & KASHMIR,2009,232
JAMMU & KASHMIR,2010,238
JAMMU & KASHMIR,2011,235
JAMMU & KASHMIR,2012,294
JHARKHAND,2001,2329
JHARKHAND,2002,2805
JHARKHAND,2003,4110
JHARKHAND,2004,4847
JHARKHAND,2005,5051
JHARKHAND,2006,7175
JHARKHAND,2007,5613
JHARKHAND,2008,5480
JHARKHAND,2009,5339
JHARKHAND,2010,4965
JHARKHAND,2011,4103
JHARKHAND,2012,3986
KARNATAKA,2001,1584
KARNATAKA,2002,2011
KARNATAKA,2003,2428
KARNATAKA,2004,2987
KARNATAKA,2005,3606
KARNATAKA,2006,3540
KARNATAKA,2007,3499
KARNATAKA,2008,3623
KARNATAKA,2009,3409
KARNATAKA,2010,3598
KARNATAKA,2011,3849
KARNATAKA,2012,3960
KERALA,2001,1421
KERALA,2002,1267
KERALA,2003,1705
KERALA,2004,1734
KERALA,2005,1943
KERALA,2006,2300
KERALA,2007,2303
KERALA,2008,2310
KERALA,2009,2450
KERALA,2010,2382
KERALA,2011,2041
KERALA,2012,2314
LAKSHADWEEP,2001,0
LAKSHADWEEP,2002,2
LAKSHADWEEP,2003,0
LAKSHADWEEP,2004,0
LAKSHADWEEP,2005,0
LAKSHADWEEP,2006,0
LAKSHADWEEP,2007,3
LAKSHADWEEP,2008,0
LAKSHADWEEP,2009,1
LAKSHADWEEP,2010,0
LAKSHADWEEP,2011,0
LAKSHADWEEP,2012,0
MADHYA PRADESH,2001,11082
MADHYA PRADESH,2002,10507
MADHYA PRADESH,2003,11139
MADHYA PRADESH,2004,11585
MADHYA PRADESH,2005,12538
MADHYA PRADESH,2006,13363
MADHYA PRADESH,2007,14263
MADHYA PRADESH,2008,13983
MADHYA PRADESH,2009,13395
MADHYA PRADESH,2010,12953
MADHYA PRADESH,2011,14434
MADHYA PRADESH,2012,14661
MAHARASHTRA,2001,5265
MAHARASHTRA,2002,5680
MAHARASHTRA,2003,6567
MAHARASHTRA,2004,6708
MAHARASHTRA,2005,7679
MAHARASHTRA,2006,8120
MAHARASHTRA,2007,8007
MAHARASHTRA,2008,7980
MAHARASHTRA,2009,7556
MAHARASHTRA,2010,7509
MAHARASHTRA,2011,7159
MAHARASHTRA,2012,7110
MANIPUR,2001,17
MANIPUR,2002,30
MANIPUR,2003,31
MANIPUR,2004,31
MANIPUR,2005,26
MANIPUR,2006,29
MANIPUR,2007,30
MANIPUR,2008,31
MANIPUR,2009,28
MANIPUR,2010,29
MANIPUR,2011,23
MANIPUR,2012,23
MEGHALAYA,2001,13
MEGHALAYA,2002,16
MEGHALAYA,2003,27
MEGHALAYA,2004,31
MEGHALAYA,2005,22
MEGHALAYA,2006,44
MEGHALAYA,2007,43
MEGHALAYA,2008,60
MEGHALAYA,2009,77
MEGHALAYA,2010,48
MEGHALAYA,2011,54
MEGHALAYA,2012,62
MIZORAM,2001,69
MIZORAM,2002,193
MIZORAM,2003,142
MIZORAM,2004,138
MIZORAM,2005,139
MIZORAM,2006,126
MIZORAM,2007,168
MIZORAM,2008,210
MIZORAM,2009,235
MIZORAM,2010,275
MIZORAM,2011,265
MIZORAM,2012,248
NAGALAND,2001,35
NAGALAND,2002,21
NAGALAND,2003,62
NAGALAND,2004,117
NAGALAND,2005,103
NAGALAND,2006,97
NAGALAND,2007,61
NAGALAND,2008,112
NAGALAND,2009,126
NAGALAND,2010,110
NAGALAND,2011,110
NAGALAND,2012,117
ORISSA,2001,2641
ORISSA,2002,2854
ORISSA,2003,3130
ORISSA,2004,3571
ORISSA,2005,4043
ORISSA,2006,4210
ORISSA,2007,4203
ORISSA,2008,4169
ORISSA,2009,3926
ORISSA,2010,3854
ORISSA,2011,3521
ORISSA,2012,3436
PONDICHERRY,2001,105
PONDICHERRY,2002,129
PONDICHERRY,2003,138
PONDICHERRY,2004,107
PONDICHERRY,2005,116
PONDICHERRY,2006,107
PONDICHERRY,2007,111
PONDICHERRY,2008,96
PONDICHERRY,2009,118
PONDICHERRY,2010,129
PONDICHERRY,2011,129
PONDICHERRY,2012,109
PUNJAB,2001,2509
PUNJAB,2002,2723
PUNJAB,2003,2926
PUNJAB,2004,3303
PUNJAB,2005,3421
PUNJAB,2006,3296
PUNJAB,2007,3083
PUNJAB,2008,3397
PUNJAB,2009,3949
PUNJAB,2010,5067
PUNJAB,2011,5582
PUNJAB,2012,4905
RAJASTHAN,2001,3574
RAJASTHAN,2002,4407
RAJASTHAN,2003,5482
RAJASTHAN,2004,5267
RAJASTHAN,2005,4833
RAJASTHAN,2006,5048
RAJASTHAN,2007,5316
RAJASTHAN,2008,5471
RAJASTHAN,2009,5685
RAJASTHAN,2010,5285
RAJASTHAN,2011,5169
RAJASTHAN,2012,4956
SIKKIM,2001,77
SIKKIM,2002,73
SIKKIM,2003,80
SIKKIM,2004,63
SIKKIM,2005,73
SIKKIM,2006,89
SIKKIM,2007,78
SIKKIM,2008,62
SIKKIM,2009,65
SIKKIM,2010,67
SIKKIM,2011,63
SIKKIM,2012,75
TAMILNADU,2001,4173
TAMILNADU,2002,5215
TAMILNADU,2003,5754
TAMILNADU,2004,6546
TAMILNADU,2005,6788
TAMILNADU,2006,5841
TAMILNADU,2007,6066
TAMILNADU,2008,4971
TAMILNADU,2009,4771
TAMILNADU,2010,4873
TAMILNADU,2011,4816
TAMILNADU,2012,4508
TRIPURA,2001,258
TRIPURA,2002,427
TRIPURA,2003,488
TRIPURA,2004,536
TRIPURA,2005,741
TRIPURA,2006,738
TRIPURA,2007,796
TRIPURA,2008,806
TRIPURA,2009,624
TRIPURA,2010,547
TRIPURA,2011,529
TRIPURA,2012,530
UTTAR PRADESH,2001,4195
UTTAR PRADESH,2002,4362
UTTAR PRADESH,2003,5376
UTTAR PRADESH,2004,6146
UTTAR PRADESH,2005,9013
UTTAR PRADESH,2006,13146
UTTAR PRADESH,2007,17342
UTTAR PRADESH,2008,18202
UTTAR PRADESH,2009,21872
UTTAR PRADESH,2010,22948
UTTAR PRADESH,2011,23910
UTTAR PRADESH,2012,22599
UTTARANCHAL,2001,428
UTTARANCHAL,2002,536
UTTARANCHAL,2003,587
UTTARANCHAL,2004,480
UTTARANCHAL,2005,633
UTTARANCHAL,2006,790
UTTARANCHAL,2007,844
UTTARANCHAL,2008,1031
UTTARANCHAL,2009,1098
UTTARANCHAL,2010,1183
UTTARANCHAL,2011,1405
UTTARANCHAL,2012,1387
WEST BENGAL,2001,1927
WEST BENGAL,2002,1914
WEST BENGAL,2003,2616
WEST BENGAL,2004,2862
WEST BENGAL,2005,2978
WEST BENGAL,2006,3192
WEST BENGAL,2007,3470
WEST BENGAL,2008,4540
WEST BENGAL,2009,4306
WEST BENGAL,2010,4415
WEST BENGAL,2011,4379
WEST BENGAL,2012,4639
